,strasbourg_metropole_quotient_familial,uid,cout_cantine
2345,1717,101301717,844.2
3543,329,101400329,192.0
9330,1177,101501177,783.0
12243,983,101600983,688.5
6376,383,101700383,0.0
3775,319,101800319,277.5
212,331,101900331,114.0
213,429,101900429,221.45001
415,1627,102001627,774.9
905,476,102100476,0.0
5183,772,102200772,950.0
773,503,102300503,195.65001
1261,99999,102499999,924.60004
555,416,102500416,8.6
8583,1178,102601178,754.0
5664,515,102700515,102.6
4329,552,102800552,72.9
6,319,102900319,19.5
7,572,102900572,27.0
1017,718,103000718,851.5
367,1214,103101214,788.80005
2042,99999,103299999,938.4
4343,394,103300394,204.0
50,593,103400593,367.2
2499,377,103500377,204.0
3064,589,103600589,102.6
3065,734,103600734,361.0
10266,553,103700553,135.0
2791,437,103800437,180.6
1239,2911,103902911,931.5
2996,813,104000813,456.0
4242,322,104100322,157.5
10557,402,104200402,166.5
932,809,104300809,1033.6
14415,507,104400507,262.30002
125,720,104500720,796.25
5653,583,104600583,367.2
9582,705,104700705,425.75
7530,743,104800743,429.4
1865,1257,104901257,0.0
10349,401,105000401,187.5
1030,1612,105101612,182.70001
177,1240,105201240,661.2
899,733,105300733,957.6
4483,300,105400300,190.5
141,1031,105501031,1044.0
5429,759,105600759,220.4
586,720,105700720,334.75
1236,373,105800373,204.0
2972,711,105900711,442.0
5561,585,106000585,367.2
185,285,106100285,558.0
4315,744,106200744,516.8
3760,1072,106301072,301.6
825,588,106400588,2.7
1272,99999,106599999,276.0
348,1348,106601348,394.40002
205,1911,106701911,655.2
4826,704,106800704,393.25
4130,401,106900401,129.0
3477,437,107000437,288.1
3718,597,107100597,191.7
532,313,107200313,69.0
704,658,107300658,354.25
2887,2446,107402446,248.40001
1446,1748,107501748,856.80005
2970,238,107600238,48.0
967,395,107700395,175.5
206,290,107800290,610.5
14926,286,107900286,165.0
623,598,108000598,8.1
8906,857,108100857,580.8
1391,527,108200527,712.8
5488,519,108300519,356.4
4765,1338,108401338,748.2
3159,671,108500671,68.25
1406,1331,108601331,156.6
1407,1488,108601488,632.2
4616,432,108700432,292.40002
4822,1941,108801941,0.0
2179,852,108900852,8.8
613,1028,109001028,56.1
5102,343,109100343,157.5
3652,3086,109203086,634.8
322,1742,109301742,6.3
879,1131,109401131,742.4
1070,323,109500323,360.0
14273,438,109600438,569.75
3232,260,109700260,204.0
5458,451,109800451,10.75
577,601,109900601,286.2
6561,2756,110002756,938.4
13216,710,110100710,383.5
300,1065,110201065,11.6
7871,1658,110301658,825.30005
3717,2230,110402230,414.0
5767,341,110500341,351.0
2559,373,110600373,195.0
981,496,110700496,2.15
642,404,110800404,390.0
1784,514,110900514,54.0
14994,1589,111001589,831.60004
6028,99999,111199999,331.2
472,550,111200550,143.1
1337,522,111300522,477.90002
4668,683,111400683,0.0
4923,429,111500429,51.600002
1383,1389,111601389,713.4
6320,527,111700527,253.8
9536,1062,111801062,34.800003
948,491,111900491,47.300003
5022,386,112000386,16.5
6877,587,112100587,51.3
6794,641,112200641,442.0
8089,859,112300859,589.60004
8,382,112400382,246.0
1198,1222,112501222,556.80005
1199,99999,112599999,110.4
7525,521,112600521,197.1
9,2243,112702243,1863.0
2539,1190,112801190,1252.8
16353,257,112900257,145.5
11832,350,113000350,51.0
1220,916,113100916,594.0
10,1062,113201062,359.6
4902,395,113300395,397.5
13429,487,113400487,273.05002
1586,531,113500531,275.4
2142,295,113600295,12.0
3182,455,113700455,875.05005
852,1021,113801021,193.8
1685,431,113900431,255.85
2802,262,114000262,192.0
554,257,114100257,406.5
1934,407,114200407,408.0
12,99999,114399999,897.0
4938,652,114400652,360.75
6267,923,114500923,652.8
56,1327,114601327,707.6
13,1967,114701967,1241.1001
14,1078,114801078,400.2
438,2648,114902648,869.4
10879,589,115000589,364.5
9722,381,115100381,375.0
138,720,115200720,26.0
14534,471,115300471,184.90001
10916,377,115400377,6.0
94,2031,115502031,277.2
10128,418,115600418,148.35
1430,277,115700277,0.0
1850,1515,115801515,759.80005
16,2011,115902011,837.9
6457,479,116000479,260.15002
6332,1538,116101538,777.2
135,567,116200567,364.5
12554,571,116300571,278.1
9551,1093,116401093,783.0
111,570,116500570,402.30002
646,389,116600389,25.5
8265,479,116700479,159.1
5819,644,116800644,260.0
265,1614,116901614,680.4
7882,407,117000407,394.5
2657,274,117100274,349.5
2766,290,117200290,406.5
8118,535,117300535,367.2
11356,809,117400809,509.19998
17,142,117500142,553.5
18,776,117500776,87.4
11154,349,117600349,178.5
19,1802,117701802,1581.3
2279,3883,117803883,234.6
7357,1520,117901520,759.80005
7718,1145,118001145,754.0
5057,646,118100646,0.0
4001,966,118200966,96.9
20,364,118300364,582.0
1235,694,118400694,871.0
1289,1408,118501408,730.80005
504,916,118600916,360.80002
3907,645,118700645,328.25
202,1715,118801715,812.7
10351,1558,118901558,850.5
8880,336,119000336,84.0
1647,5332,119105332,703.8
4785,1023,119201023,448.8
83,2341,119302341,938.4
4154,2595,119402595,759.0
9669,526,119500526,267.30002
9670,646,119500646,74.75
3631,702,119600702,295.75
3654,1606,119701606,680.4
6876,883,119800883,479.6
385,4634,119904634,1421.4
1314,726,120000726,501.6
2323,699,120100699,341.25
2672,1323,120201323,788.80005
1082,318,120300318,481.5
13395,736,120400736,3.8
5426,475,120500475,281.65002
1304,588,120600588,21.6
7634,664,120700664,188.5
1251,858,120800858,70.4
958,99999,120999999,476.1
1203,2190,121002190,621.0
8268,406,121100406,192.0
8269,415,121100415,8.6
3334,251,121200251,3.0
2747,308,121300308,0.0
1592,431,121400431,546.10004
3672,2127,121502127,269.1
952,701,121600701,198.25
2066,823,121700823,101.200005
2714,866,121800866,52.8
1452,772,121900772,547.19995
745,496,122000496,0.0
1312,545,122100545,0.0
6088,249,122200249,204.0
7468,1733,122301733,837.9
9493,5133,122405133,13.8
1375,1546,122501546,774.9
8111,909,122600909,330.0
4431,313,122700313,162.0
22,1077,122801077,359.6
23,99999,122899999,496.80002
996,493,122900493,0.0
3414,304,123000304,373.5
24,1215,123101215,783.0
1142,99999,123299999,938.4
6377,361,123300361,175.5
25,815,123400815,513.0
461,651,123500651,169.0
1767,253,123600253,403.5
3407,643,123700643,263.25
468,277,123800277,372.0
1394,639,123900639,344.5
9274,559,124000559,2.7
2140,2110,124102110,179.40001
901,12136,124212136,138.0
1517,1514,124301514,696.0
32,1427,124401427,783.0
2736,722,124500722,296.4
1003,361,124600361,100.5
1276,2009,124702009,756.0
5642,548,124800548,0.0
5643,99999,124899999,0.0
1398,3164,124903164,828.0
1469,604,125000604,5.4
7235,459,125100459,275.2
1170,357,125200357,391.5
7956,681,125300681,0.0
747,662,125400662,425.75
1608,1522,125501522,394.40002
4774,99999,125699999,938.4
27,342,125700342,439.5
1268,2203,125802203,938.4
464,710,125900710,0.0
8181,564,126000564,313.2
350,993,126100993,56.1
2239,2393,126202393,0.0
1158,1472,126301472,1328.2
1136,1019,126401019,673.2
1428,644,126500644,754.0
1429,1192,126501192,162.40001
5281,1116,126601116,765.60004
1062,1541,126701541,636.30005
6078,806,126800806,19.0
2692,447,126900447,51.600002
8581,600,127000600,356.4
5717,1525,127101525,1554.4001
254,650,127200650,871.0
1243,1218,127301218,585.80005
1343,2883,127402883,476.1
1550,2870,127502870,213.90001
5515,1279,127601279,788.80005
15883,524,127700524,151.2
15884,991,127700991,372.3
1043,592,127800592,224.1
6253,1061,127901061,1508.0
10668,512,128000512,685.8
29,2125,128102125,676.2
1413,436,128200436,219.3
1414,594,128200594,64.8
4665,911,128300911,316.80002
11841,1010,128401010,66.299995
15162,1772,128501772,806.4
974,1672,128601672,201.6
2259,1998,128701998,850.5
1115,2146,128802146,910.8
540,444,128900444,556.85004
30,2962,129002962,1842.3
1326,99999,129199999,938.4
3019,242,129200242,55.5
378,314,129300314,198.0
434,1937,129401937,1707.3
3277,616,129500616,704.7
7074,665,129600665,94.25
9151,1009,129701009,596.7
15324,410,129800410,187.5
6258,1075,129901075,139.20001
10315,1176,130001176,313.2
87,381,130100381,337.5
1182,605,130200605,0.0
3967,617,130300617,275.40002
4186,687,130400687,13.0
147,668,130500668,874.25
3640,975,130600975,805.8
1535,1138,130701138,771.4
6944,2139,130802139,0.0
7506,1021,130901021,448.8
1707,514,131000514,0.0
1457,842,131100842,585.2
2289,600,131200600,351.0
139,685,131300685,78.0
413,392,131400392,201.0
5456,4165,131504165,938.4
4776,933,131600933,402.9
2977,815,131700815,494.0
391,1911,131801911,466.2
5209,681,131900681,386.75
2744,1074,132001074,609.0
2194,970,132100970,571.19995
547,479,132200479,219.3
548,665,132200665,156.0
1846,754,132300754,68.4
1904,350,132400350,222.0
5260,325,132500325,135.0
2470,504,132600504,292.40002
13143,715,132700715,338.0
10275,897,132800897,594.0
8414,1194,132901194,237.8
3923,320,133000320,0.0
266,2148,133102148,910.8
7676,597,133200597,97.200005
2281,1317,133301317,162.40001
2374,1651,133401651,441.0
3707,1484,133501484,191.40001
35,785,133600785,258.4
1630,673,133700673,308.75
1631,99999,133799999,55.2
36,716,133800716,880.75
2163,1452,133901452,272.6
2705,464,134000464,292.40002
2614,2067,134102067,503.7
37,291,134200291,334.5
1859,438,134300438,0.0
2300,1366,134401366,783.0
11616,719,134500719,373.75
1362,2490,134602490,1773.3
8121,711,134700711,880.75
1221,340,134800340,388.5
551,819,134900819,7.6
272,821,135000821,563.2
3409,493,135100493,292.40002
144,506,135200506,144.05002
2653,729,135300729,357.19998
7620,1313,135401313,980.2
12670,902,135500902,4.4
38,1103,135601103,719.2
675,365,135700365,274.5
3615,240,135800240,343.5
3516,329,135900329,166.5
703,413,136000413,625.65
637,99999,136199999,931.5
4271,550,136200550,5.4
217,719,136300719,230.75
970,419,136400419,346.15002
1317,1333,136501333,330.6
2599,395,136600395,6.0
39,874,136700874,233.20001
1466,318,136800318,49.5
1186,1483,136901483,788.80005
2910,641,137000641,425.75
1280,698,137100698,438.75
3281,1426,137201426,388.6
965,893,137300893,1157.2
1335,302,137400302,400.5
9088,487,137500487,264.45
1109,3063,137603063,793.5
4077,1836,137701836,844.2
644,257,137800257,394.5
4251,226,137900226,363.0
3633,935,138000935,668.1
43,1805,138101805,1537.2001
2037,741,138200741,345.8
2675,2750,138302750,207.0
1796,431,138400431,283.80002
660,433,138500433,582.65
3932,1057,138601057,237.8
45,368,138700368,37.5
6147,817,138800817,231.8
6148,1078,138801078,406.0
7825,459,138900459,0.0
2437,1338,139001338,197.20001
47,1732,139101732,428.40002
839,603,139200603,383.40002
6805,459,139300459,253.70001
10242,386,139400386,193.5
3444,2237,139502237,0.0
1627,1299,139601299,788.80005
1371,3409,139703409,1138.5
51,1409,139801409,1519.6001
7396,1259,139901259,11.6
2551,1622,140001622,403.2
563,605,140100605,205.2
564,1468,140101468,342.2
3944,475,140200475,539.65
1626,2106,140302106,717.60004
5968,1259,140401259,765.60004
52,871,140500871,840.4
106,293,140600293,262.5
7425,1174,140701174,440.80002
1678,398,140800398,384.0
3155,1352,140901352,788.80005
5777,406,141000406,204.0
54,692,141100692,880.75
153,1223,141201223,522.0
5868,673,141300673,425.75
3183,1277,141401277,771.4
6540,2047,141502047,611.10004
55,1342,141601342,713.4
192,3805,141703805,910.8
10327,771,141800771,110.2
982,99999,141999999,476.1
11189,742,142000742,467.4
3427,718,142100718,260.0
2537,348,142200348,18.0
10321,431,142300431,174.15001
13587,3624,142403624,469.2
5583,476,142500476,4.3
3005,309,142600309,87.0
3006,492,142600492,167.70001
1746,687,142700687,442.0
5509,939,142800939,673.2
5813,364,142900364,406.5
2275,787,143000787,501.6
10285,494,143100494,0.0
61,1788,143201788,856.80005
503,386,143300386,132.0
1719,447,143400447,178.45001
62,782,143500782,516.8
12987,879,143600879,840.4
1762,1046,143701046,759.80005
5446,357,143800357,204.0
1202,1019,143901019,10.2
6144,333,144000333,277.5
567,262,144100262,199.5
65,327,144200327,391.5
1677,260,144300260,94.5
95,1160,144401160,464.0
3291,379,144500379,277.5
70,563,144600563,402.3
4863,575,144700575,364.5
4406,720,144800720,422.5
71,1281,144901281,899.0
3378,612,145000612,345.6
419,607,145100607,178.2
3846,377,145200377,0.0
3097,385,145300385,192.0
1589,1829,145401829,856.80005
329,290,145500290,406.5
5880,482,145600482,25.800001
74,992,145700992,1346.3999
5896,501,145800501,30.100002
78,1375,145901375,1183.2001
384,553,146000553,229.5
79,1474,146101474,788.80005
2993,808,146200808,505.4
3457,493,146300493,750.35004
802,2676,146402676,117.3
3591,654,146500654,386.75
59,1280,146601280,962.80005
11788,404,146700404,198.0
2866,265,146800265,204.0
193,1329,146901329,1513.8
10097,1105,147001105,783.0
11279,321,147100321,201.0
1837,1472,147201472,1566.0
4478,178,147300178,34.5
81,1727,147401727,711.9
856,1226,147501226,411.80002
82,480,147600480,500.95
6834,462,147700462,550.4
2040,1978,147801978,850.5
84,99999,147999999,945.3
2645,318,148000318,193.5
344,515,148100515,148.5
2767,675,148200675,442.0
11510,779,148300779,509.19998
133,665,148400665,364.0
107,1953,148501953,856.80005
3843,335,148600335,204.0
88,1081,148701081,214.6
89,448,148800448,582.65
7165,389,148900389,204.0
90,455,149000455,292.40002
1733,606,149100606,731.7
93,1665,149201665,1694.7
328,633,149300633,13.0
9787,554,149400554,67.5
6782,365,149500365,30.0
4720,146,149600146,406.5
999,369,149700369,610.5
11329,280,149800280,201.0
96,747,149900747,34.2
101,472,150000472,492.35004
102,1592,150101592,1285.2001
103,1098,150201098,725.0
5562,611,150300611,367.2
2021,614,150400614,337.5
6501,336,150500336,1.5
6966,287,150600287,204.0
105,1365,150701365,759.80005
108,558,150800558,10.8
12032,482,150900482,281.65002
3328,357,151000357,288.0
15485,1324,151101324,40.600002
15486,1797,151101797,711.9
110,827,151200827,158.40001
3856,3855,151303855,13.8
3278,340,151400340,280.5
112,1428,151501428,1444.2
4484,666,151600666,884.0
114,1478,151701478,748.2
1814,677,151800677,224.25
115,711,151900711,438.75
12707,638,152000638,851.5
116,1533,152101533,661.2
3243,370,152200370,373.5
3244,428,152200428,30.100002
2587,479,152300479,204.25002
4227,547,152400547,502.2
118,1643,152501643,466.2
3621,573,152600573,299.7
3024,3864,152703864,938.4
15177,487,152800487,288.1
3684,1144,152901144,759.80005
11757,583,153000583,118.8
4012,340,153100340,118.5
7451,928,153200928,617.1
7338,1809,153301809,850.5
9952,1587,153401587,932.4
1912,1035,153501035,771.4
1919,972,153600972,15.299999
5239,1798,153701798,617.4
1819,410,153800410,157.5
119,1071,153901071,1508.0
5087,1023,154001023,510.0
3567,99999,154199999,372.6
1580,874,154200874,145.2
553,748,154300748,38.0
4580,448,154400448,34.4
2582,1533,154501533,765.60004
471,694,154600694,858.0
184,1417,154701417,168.20001
120,540,154800540,1069.2
398,476,154900476,283.80002
8004,649,155000649,276.25
6495,224,155100224,226.5
6496,474,155100474,253.70001
5805,964,155200964,244.79999
5502,1159,155301159,620.60004
1020,1205,155401205,736.60004
121,99999,155599999,338.1
465,574,155600574,124.2
2547,440,155700440,0.0
2317,601,155800601,469.8
2418,1110,155901110,191.40001
1063,2793,156002793,1814.7
5184,652,156100652,104.0
122,1563,156201563,25.2
123,1587,156201587,201.6
2815,1132,156301132,1571.8
2435,634,156400634,438.75
2352,1105,156501105,783.0
2467,2270,156602270,910.8
1355,595,156700595,99.9
2240,2931,156802931,1856.1001
10853,470,156900470,285.95
3593,703,157000703,669.5
2628,1190,157101190,23.2
2314,1962,157201962,1512.0
8075,1115,157301115,63.800003
1806,460,157400460,567.60004
2574,718,157500718,438.75
310,1852,157601852,2394.0
11385,647,157700647,435.5
7287,826,157800826,589.60004
2602,1256,157901256,765.60004
12154,894,158000894,57.2
3800,901,158100901,224.40001
10083,657,158200657,325.0
444,504,158300504,0.0
2548,467,158400467,531.05005
2509,1121,158501121,771.4
2234,528,158600528,180.9
126,1834,158701834,1644.3
2298,728,158800728,1235.0
2860,3698,158903698,917.7
3662,1032,159001032,11.6
349,345,159100345,402.0
4434,2178,159202178,586.5
4200,1048,159301048,272.6
5368,685,159400685,0.0
127,668,159500668,91.0
2389,1898,159601898,825.30005
8731,1561,159701561,831.60004
129,1562,159801562,623.7
9417,478,159900478,15.050001
5342,683,160000683,3.25
2903,1790,160101790,611.10004
1092,969,160200969,1259.7
1745,1225,160301225,754.0
4800,481,160400481,288.1
131,612,160500612,43.2
132,1530,160501530,2111.2002
2227,1645,160601645,856.80005
3727,1283,160701283,777.2
1474,262,160800262,0.0
1475,572,160800572,0.0
2594,1163,160901163,127.600006
3595,649,161000649,26.0
3655,1422,161101422,759.80005
1253,1726,161201726,12.6
1340,435,161300435,17.2
3060,365,161400365,169.5
4122,1206,161501206,765.60004
5365,351,161600351,46.5
1252,608,161700608,189.0
5715,1864,161801864,837.9
9745,378,161900378,180.0
1433,2090,162002090,910.8
3088,570,162100570,264.6
3013,427,162200427,113.950005
134,398,162300398,129.0
10543,1639,162401639,296.1
2884,1554,162501554,819.0
5471,99999,162699999,0.0
7985,1211,162701211,783.0
421,1914,162801914,837.9
5851,405,162900405,181.5
2624,1545,163001545,157.5
830,579,163100579,70.200005
4320,946,163200946,357.0
2823,690,163300690,0.0
1192,1948,163401948,844.2
3940,547,163500547,569.7
5376,1503,163601503,771.4
1197,389,163700389,250.5
1204,420,163800420,17.2
1190,713,163900713,507.0
136,610,164000610,1350.0
6395,1138,164101138,788.80005
2433,2251,164202251,883.2
2166,1133,164301133,1519.6001
3046,424,164400424,292.40002
490,1738,164501738,422.1
4703,560,164600560,367.2
6100,549,164700549,32.4
6101,99999,164799999,13.8
137,675,164800675,399.75
1180,1373,164901373,278.40002
10149,668,165000668,871.0
3803,923,165100923,418.19998
1214,1022,165201022,693.6
1046,540,165300540,583.2
1047,690,165300690,172.25
1072,691,165400691,1270.75
2689,692,165500692,97.5
5335,965,165600965,158.09999
9266,241,165700241,118.5
2272,643,165800643,607.75
2575,1350,165901350,1525.4001
4248,699,166000699,338.0
9575,751,166100751,224.2
2615,2028,166202028,819.0
846,886,166300886,589.60004
2212,526,166400526,0.0
5289,676,166500676,406.25
1184,627,166600627,45.5
4341,859,166700859,726.0
2146,724,166800724,239.4
4490,858,166900858,1174.8
2363,1586,167001586,50.4
2109,1334,167101334,788.80005
5362,2116,167202116,27.6
1050,435,167300435,290.25003
4376,2437,167402437,890.10004
3746,1719,167501719,144.90001
1718,257,167600257,399.0
9305,3099,167703099,572.7
2888,1245,167801245,1247.0
869,710,167900710,874.25
2336,2269,168002269,883.2
2400,835,168100835,426.8
11935,391,168200391,202.5
511,413,168300413,1042.75
14655,849,168400849,466.40002
12488,362,168500362,12.0
1069,2203,168602203,669.3
10939,445,168700445,199.95001
2889,1544,168801544,277.2
4334,267,168900267,153.0
10465,568,169000568,359.1
7961,1783,169101783,819.0
3987,1671,169201671,642.60004
3206,501,169300501,565.4501
1234,1309,169401309,365.40002
2354,1160,169501160,0.0
4156,2107,169602107,938.4
3673,99999,169799999,903.9
2471,864,169800864,158.40001
1121,327,169900327,204.0
12529,99999,170099999,455.4
5941,1008,170101008,132.59999
2113,586,170200586,5.4
6044,2604,170302604,897.0
4134,1107,170401107,777.2
7749,1879,170501879,844.2
3001,305,170600305,606.0
1708,530,170700530,1047.6001
7513,525,170800525,45.9
3895,1012,170901012,0.0
10167,965,171000965,550.8
4437,559,171100559,318.6
1480,782,171200782,114.0
2381,1409,171301409,574.2
5381,382,171400382,145.5
2237,590,171500590,0.0
236,724,171600724,516.8
4339,982,171700982,1387.2
10310,595,171800595,318.6
2308,778,171900778,0.0
709,1205,172001205,1531.2001
6507,386,172100386,43.5
3208,486,172200486,283.80002
2030,688,172300688,1319.5
2773,3602,172403602,938.4
3015,390,172500390,198.0
4162,794,172600794,0.0
1947,602,172700602,718.2
2258,733,172800733,193.8
